Default,Loan Amount,term,Interest Rate,Installment,Grade,Sub-Grade,Employment Title,Employment Length,Home Ownership,Annual Income,Verified Income,Issue Date,Loan Status,Payment Plan,purpose,title,Zip Code,State,Monthly Debt to Income Ratio,Delinquencies Over 2 Years,Earliest Credit Line,Inquiries Last 6 Months,Months Since Last Delinquincy,Months Since Last Public Record,Open Credit Lines,Derogatory Public Records,Credit Revolving Balance,Credit Utilization Rate,Total Credit Lines,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
Y,10000, 36 months,0.11,326.21,B,B4,Independent Agent,< 1 year,RENT,45000,Source Verified,16-May,Late (31-120 days),n,small_business,Business,278xx,NC,4.05,0,3-Jul,0,27,,5,0,8522,0.51,15,16-Sep,326.21,17-Jan,16-Dec,0,52,INDIVIDUAL,,,,0,0,163273,0,0,0,0,101,0,,0,0,6783,51,16800,0,0,0,0,32655,443,94.5,0,0,148,153,65,65,3,65,52,,27,1,2,3,2,7,3,3,9,3,5,0,0,0,0,80,100,0,0,209100,8522,8100,0
N,24950, 36 months,0.20,921.27,D,D5,Operations Manager,10+ years,OWN,52000,Source Verified,16-May,Fully Paid,n,small_business,Business,211xx,MD,11.26,0,1-Jul,0,,,8,0,8374,0.58,9,16-Sep,23920.66,,16-Oct,0,,INDIVIDUAL,,,,0,0,140231,0,1,1,1,7,5649,90,0,2,3078,68,14400,1,3,0,3,17529,4662,56.4,0,0,7,177,18,7,1,18,,19,,0,2,4,2,3,1,6,7,4,8,0,0,0,1,100,50,0,0,154188,14023,10700,6252
Y,15750, 36 months,0.20,585.25,E,E1,OWNER/SALES REPRESENTATIVE,2 years,RENT,63300,Source Verified,16-May,Late (31-120 days),n,small_business,,112xx,NY,17.46,0,8-Jul,1,,,14,0,16480,0.46,14,16-Sep,585.25,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,27982,0,2,0,2,13,11502,59,1,8,8437,50,35900,3,0,2,10,2544,14298,52.3,0,0,13,92,11,11,0,11,,5,,0,6,7,8,8,2,11,11,7,14,0,0,0,1,100,33.3,0,0,55541,27982,30000,19641
N,1500, 36 months,0.06,45.97,A,A2,Office Management Specialist,5 years,OWN,59000,Source Verified,16-Apr,Fully Paid,n,small_business,Business,221xx,VA,9.44,0,Feb-76,0,,,8,0,13719,0.35,18,16-Sep,34.38,,16-Dec,0,,INDIVIDUAL,,,,0,0,13719,0,0,0,0,54,0,,0,0,7458,35,39300,0,0,0,0,1715,22686,37.5,0,0,79,482,25,25,0,25,,,,0,5,6,7,12,4,8,14,6,8,0,0,0,0,100,0,0,0,39300,13719,36300,0
Y,15000, 36 months,0.07,462.96,A,A3,Driver,10+ years,RENT,66000,Not Verified,16-Apr,Late (31-120 days),n,small_business,Business,109xx,NY,11.27,2,7-Jul,0,11,,13,0,10259,0.26,26,16-Sep,462.96,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,570,18600,1,1,1,1,7,8341,81,1,2,3518,37,39700,3,1,1,3,1431,21966,30,0,0,78,105,5,5,0,5,,7,16,0,7,10,8,14,3,12,23,10,13,0,0,0,2,92.3,0,0,0,50055,18600,31400,10355
Y,19875, 36 months,0.20,738.53,E,E1,Regional Sales Manager,3 years,RENT,80000,Source Verified,16-Apr,Late (31-120 days),n,small_business,Business,336xx,FL,11,0,4-Aug,4,57,31,7,2,7933,0.71,33,16-Sep,738.53,17-Jan,16-Dec,0,46,INDIVIDUAL,,,,0,0,31055,1,2,1,2,12,23122,86,2,2,3194,71,11250,0,0,6,4,4436,3183,74,0,0,125,140,4,4,1,8,,2,,0,3,5,7,9,10,5,22,5,7,,0,0,3,70,33.3,2,0,38264,31055,9550,27014
N,30000, 36 months,0.15,1044.52,C,C5,Financial Specialist,6 years,RENT,82000,Source Verified,16-Apr,Fully Paid,n,small_business,Business,224xx,VA,35.39,0,3-Apr,0,57,,9,0,1210,0.04,26,16-Sep,772.95,,16-Oct,0,57,INDIVIDUAL,,,,0,0,131110,2,3,2,3,3,129900,,0,1,112,4,28000,0,6,0,4,16389,13988,0.8,0,0,123,156,13,3,1,13,,,58,2,1,3,2,5,11,6,14,3,9,0,0,0,2,92.3,0,0,0,169728,131110,14100,141728
N,9000, 36 months,0.05,271.04,A,A1,CEO,5 years,MORTGAGE,213990,Source Verified,16-Apr,Fully Paid,n,small_business,Business,302xx,GA,4.62,0,3-Jan,0,73,,8,0,17281,0.47,36,16-Sep,6757.69,,16-Oct,0,73,INDIVIDUAL,,,,0,0,314900,1,1,1,1,12,42709,,1,3,17281,47,36500,2,0,0,5,44986,0,101.7,0,0,158,156,4,4,2,23,,16,,1,1,1,2,2,26,6,8,1,8,0,0,0,2,97.2,50,0,0,357524,59990,17000,50369
Y,8000, 36 months,0.10,257.2,B,B3,Program Representative 1,4 years,MORTGAGE,61000,Source Verified,16-Mar,Late (31-120 days),n,small_business,Business,922xx,CA,8.7,0,4-Apr,2,33,,7,0,4332,0.37,18,16-Sep,257.2,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,186,10658,1,1,1,1,11,6326,79,1,2,0,54,11700,0,3,4,4,1523,1100,0,0,0,143,113,3,3,3,22,,0,33,0,0,4,1,3,6,6,9,4,7,0,0,0,2,94.4,0,0,0,19750,10658,1100,8050
Y,4700, 36 months,0.19,172.26,D,D4,Owner ,6 years,RENT,60000,Source Verified,16-Mar,Late (31-120 days),n,small_business,,907xx,CA,10.62,0,Aug-00,1,32,,6,0,2749,0.76,17,16-Sep,172.26,17-Jan,16-Dec,1,33,INDIVIDUAL,,,,0,1485,68813,0,2,1,1,7,66064,94,2,2,889,92,3600,0,0,1,3,11469,531,74.7,0,0,137,187,8,7,3,10,32,0,32,1,2,3,3,3,7,4,7,3,6,0,0,0,3,82.4,66.7,0,0,71567,68813,2100,67967
Y,21600, 36 months,0.05,650.48,A,A1,Service Supervisor,10+ years,MORTGAGE,140000,Not Verified,16-Mar,Late (31-120 days),n,small_business,Business,874xx,NM,0.6,0,7-Jan,1,,,12,0,1148,0.05,27,16-Sep,650.48,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,3842,220624,3,0,2,5,5,0,,2,4,1096,5,22200,7,0,7,9,20057,10604,9.4,0,0,110,108,2,2,1,2,,5,,0,1,2,4,4,13,10,12,2,12,0,0,0,4,100,0,0,0,263205,1148,11700,0
N,1000, 36 months,0.10,32.15,B,B3,Production Sound Mixer and Boom Operator,4 years,OWN,34000,Not Verified,16-Mar,Fully Paid,n,small_business,Business,917xx,CA,17.76,0,5-Jun,2,,,24,0,1056,0.11,43,16-Sep,746.29,,16-Oct,0,,INDIVIDUAL,,,,0,0,167408,2,20,0,1,14,166352,116,2,2,0,109,9600,2,0,2,3,6975,3800,0,0,0,81,129,1,1,0,43,,1,,0,0,3,1,3,35,4,8,3,24,0,0,0,2,100,0,0,0,153048,167408,3800,143448
N,10875, 36 months,0.19,398.58,D,D4,manager,3 years,RENT,45000,Source Verified,16-Mar,Fully Paid,n,small_business,Business,075xx,NJ,1.6,0,5-May,0,,66,2,1,988,0.14,8,16-Sep,10191.8,,16-Dec,0,,INDIVIDUAL,,,,0,0,988,0,0,0,0,113,0,,0,1,766,14,7100,0,0,3,1,494,6112,13.9,0,0,122,130,20,20,0,20,,9,,0,2,2,2,6,2,2,6,2,2,0,0,0,0,100,0,0,0,7100,988,7100,0
N,8000, 36 months,0.14,275.22,C,C4,Finisher,2 years,RENT,54000,Source Verified,16-Mar,Fully Paid,n,small_business,Business,776xx,TX,4.78,0,11-Feb,2,,,3,0,8761,0.64,9,16-Sep,5118.34,,16-Oct,0,,INDIVIDUAL,,,,0,0,8761,0,0,0,1,23,0,,0,0,6250,64,13800,4,0,4,1,2920,5039,63.5,0,0,49,61,25,23,0,25,,0,,0,3,3,3,6,2,3,7,3,3,0,0,0,0,100,0,0,0,13800,8761,13800,0
N,2425, 36 months,0.12,80.54,C,C1,,2 years,RENT,30000,Source Verified,16-Mar,Fully Paid,n,small_business,Business,222xx,VA,6.6,0,4-Jan,1,,,5,0,4703,0.62,5,16-Sep,1330.52,,16-Nov,0,,INDIVIDUAL,,,,0,0,4703,0,0,0,0,,0,,2,2,1910,62,7600,0,0,3,2,941,2686,62.2,0,0,,146,9,9,0,9,,0,,0,4,5,4,4,0,5,5,5,5,0,0,0,2,100,50,0,0,7600,4703,7100,0
N,6000, 36 months,0.11,195.73,B,B4,Owner-Hair Stylist,3 years,RENT,130000,Not Verified,16-Mar,Fully Paid,n,small_business,Business,900xx,CA,5.52,0,8-Mar,1,28,,8,0,3963,0.37,13,16-Sep,5342.64,,16-Oct,0,,INDIVIDUAL,,,,0,183,8536,0,1,0,0,60,4573,21,0,2,1398,26,10800,0,0,1,2,1067,602,69.9,0,0,60,96,21,21,0,92,,4,28,0,1,3,1,1,1,7,12,3,8,0,0,0,0,92.3,0,0,0,32953,8536,2000,22153
N,17750, 36 months,0.16,626.59,D,D1,Director,2 years,OWN,37000,Not Verified,16-Mar,Fully Paid,n,small_business,Business,562xx,MN,9.31,1,Mar-87,0,7,,19,0,822,0.01,53,16-Sep,16038.42,,16-Oct,0,,INDIVIDUAL,,,,0,0,17353,0,2,0,0,52,16531,66,1,1,772,14,247700,0,0,0,1,1240,87013,0.9,0,0,100,347,7,7,0,7,7,,7,0,2,3,7,22,3,17,50,3,19,0,0,0,1,96.2,0,0,0,272700,17353,87800,25000
Y,27200, 36 months,0.25,1081.33,F,F3,owner,4 years,RENT,85000,Verified,16-Mar,Late (31-120 days),n,small_business,Business,600xx,IL,32.59,0,2-Nov,4,,51,17,4,16572,0.39,35,16-Sep,1081.33,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,63993,3,2,1,3,8,47421,48,5,9,4127,42,42600,6,0,11,12,4266,20218,43.8,0,0,125,159,0,0,0,0,,0,,0,8,9,9,14,13,15,22,9,17,0,0,0,6,100,11.1,4,0,106134,63993,36000,63534
N,10000, 36 months,0.11,329.67,B,B5,Owner,3 years,RENT,120000,Source Verified,16-Jan,Fully Paid,n,small_business,,211xx,MD,15.85,0,5-May,0,,86,6,1,2491,0.17,13,16-Sep,8414.33,,16-Oct,0,,INDIVIDUAL,,,,0,0,59084,1,2,0,1,17,56593,70,1,2,1033,54,14800,5,0,3,3,9847,5041,30,0,0,123,128,6,6,0,6,,8,,0,3,4,3,3,7,4,6,4,6,0,0,0,1,100,0,1,0,91386,59084,7200,76586
N,24000, 36 months,0.11,791.2,B,B5,President,8 years,RENT,95000,Not Verified,16-Jan,Fully Paid,n,small_business,Business,927xx,CA,21.24,0,Feb-00,2,67,,13,0,14274,0.48,29,16-Sep,1534.21,,16-Oct,0,67,INDIVIDUAL,,,,0,9265,72319,2,2,0,1,17,58045,40,4,5,9429,47,29500,0,7,4,6,6027,9603,59.1,0,0,159,191,5,5,0,5,,4,81,3,3,6,5,8,8,11,21,6,13,0,0,0,4,85.2,50,0,0,83901,72319,23500,54401
Y,27200, 36 months,0.17,973.42,D,D3,nurse case manager,3 years,RENT,80000,Source Verified,16-Jan,Late (31-120 days),n,small_business,Business,750xx,TX,18.21,0,3-May,4,,,24,0,4179,0.06,34,16-Sep,973.42,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,186611,1,10,0,0,30,56697,96,7,11,2541,31,72900,3,2,8,12,7775,54134,6,0,0,62,152,6,6,4,11,,0,,0,5,6,11,14,10,13,20,6,24,0,0,0,7,100,0,0,0,284162,60876,57600,85262
Y,17600, 36 months,0.16,616.77,D,D1,Manager,10+ years,RENT,44000,Verified,16-Jan,Late (31-120 days),n,small_business,Business,066xx,CT,11.81,0,2-Dec,0,,,7,0,20675,0.78,9,16-Sep,616.77,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,20675,0,0,0,0,,0,0,0,0,7051,78,26400,0,0,0,0,3445,4400,78,0,0,,157,27,27,0,27,,,,0,6,6,6,6,0,6,8,6,6,,0,0,0,100,50,0,0,26400,20675,26400,0
N,24000, 36 months,0.17,850.78,D,D2,Sole proprietor,10+ years,MORTGAGE,100000,Source Verified,16-Jan,Fully Paid,n,small_business,Business,982xx,WA,20.94,1,Feb-89,0,17,,16,0,27207,0.69,35,16-Sep,21119.63,,16-Oct,0,,INDIVIDUAL,,,,0,0,234694,0,2,1,2,8,33601,91,4,4,5245,80,39700,0,1,3,6,18053,0,100.3,0,0,139,322,12,8,3,12,,8,,0,8,9,8,14,7,13,25,9,16,0,0,0,5,94.3,100,0,0,277530,60808,25600,36830
N,10000, 36 months,0.13,337.81,C,C3,Technician ,2 years,RENT,45000,Source Verified,16-Jan,Fully Paid,n,small_business,Business,104xx,NY,14.8,0,11-Sep,0,,,8,0,6463,0.36,12,16-Sep,8484.23,,16-Oct,0,,INDIVIDUAL,,,,0,0,13376,1,1,0,1,15,6913,68,1,5,3257,48,17800,0,0,1,6,1672,9847,37.3,0,0,26,51,5,5,0,13,,1,,0,4,5,5,7,2,7,10,6,8,0,0,0,1,100,0,0,0,28045,13376,15700,10245
Y,19675, 36 months,0.20,731.1,E,E4,,4 years,RENT,69000,Verified,16-Jan,Late (31-120 days),n,small_business,Business,900xx,CA,19.34,0,3-Aug,5,56,,14,0,12605,0.44,30,16-Sep,731.1,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,33618,3,3,1,3,4,21013,80,4,8,4018,44,28500,0,0,6,11,2401,2500,54,0,0,117,148,6,4,0,6,29,0,29,0,8,11,17,18,6,11,24,7,14,,0,0,5,93,25,0,0,54814,33618,20000,26314
N,24000, 36 months,0.11,791.32,B,B5,Auditor,9 years,OWN,120000,Source Verified,16-Sep,Fully Paid,n,small_business,Business,956xx,CA,19.94,0,Oct-00,1,62,,21,0,37979,0.51,34,16-Oct,24319.57,,16-Nov,0,62,INDIVIDUAL,,,,0,0,72459,3,3,1,2,4,34480,63,3,6,8765,56,74400,0,2,2,8,4026,19776,64.9,0,0,131,191,4,4,1,23,62,6,62,2,7,10,8,14,6,18,27,10,21,0,0,0,4,94.1,42.9,0,0,129497,72459,56300,55097
N,40000, 36 months,0.14,1376.65,C,C4,Agency Manager,3 years,RENT,95000,Source Verified,16-Aug,Fully Paid,n,small_business,Business,064xx,CT,17.38,0,4-Sep,1,29,,16,0,20,0.00,51,16-Oct,2286.44,,16-Dec,0,29,INDIVIDUAL,,,,0,0,90783,2,7,4,8,4,90763,108,1,2,20,70,26600,1,8,12,10,5674,20880,0.1,0,0,143,137,8,4,2,8,,2,,3,1,1,7,12,32,9,17,1,16,0,0,0,5,90,0,0,0,114435,90783,20900,87835
N,35000, 36 months,0.24,1382.18,E,E3,Owner,3 years,RENT,420000,Verified,16-Aug,Fully Paid,n,small_business,Business,801xx,CO,3.87,1,Jan-96,2,23,,13,0,26732,0.91,33,16-Oct,35673.75,,16-Nov,0,23,INDIVIDUAL,,,,0,132,96439,2,8,0,0,120,69707,34,2,2,18386,47,29300,0,0,2,2,8037,2568,91.2,0,0,166,246,0,0,2,0,72,0,72,1,3,3,4,7,18,5,13,3,13,0,0,1,2,93.7,50,0,0,178013,96439,29300,148713
N,4000, 36 months,0.14,137.67,C,C4,Wasplant Operator ,3 years,RENT,45000,Source Verified,16-Aug,Fully Paid,n,small_business,Business,549xx,WI,16.05,1,May-93,2,14,,4,0,487,0.97,24,16-Oct,4003.98,,16-Nov,0,,INDIVIDUAL,,,,0,0,12539,1,2,2,3,3,12052,67,0,0,0,68,500,4,10,3,3,4180,,,0,0,132,172,49,3,1,,67,0,67,0,0,1,0,5,14,2,9,1,4,0,0,0,2,87.5,,0,0,18504,12539,0,18004
Y,11900, 36 months,0.14,406.66,C,C3,Senior Vice President ,< 1 year,MORTGAGE,345000,Verified,16-Jul,Late (31-120 days),n,small_business,Business,346xx,FL,14.49,0,Jun-00,2,32,,18,0,77951,0.87,45,16-Oct,406.66,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,721788,1,3,2,5,5,115990,89,0,2,21032,88,89600,1,0,4,7,42458,4597,91.8,0,0,141,180,13,5,5,13,,0,,0,5,9,7,9,14,13,25,9,18,0,0,0,2,97.8,83.3,0,0,781082,193941,55900,131732
N,7000, 36 months,0.13,237.52,C,C2,Owner/Partner,3 years,RENT,30000,Not Verified,16-Jul,Fully Paid,n,small_business,,921xx,CA,16.08,0,Jul-97,0,,88,4,1,3334,0.67,7,16-Oct,6802.07,,16-Oct,0,,INDIVIDUAL,,,,0,0,13931,0,1,0,1,23,10597,63,2,3,1724,64,5000,0,0,2,4,3483,1666,66.7,0,0,23,227,8,8,0,8,,8,,0,3,3,3,4,1,3,6,3,4,0,0,0,2,100,33.3,1,0,21733,13931,5000,16733
Y,16000, 36 months,0.11,527.55,B,B5,Consultant,1 year,MORTGAGE,72000,Verified,16-Jun,Late (31-120 days),n,small_business,Business,773xx,TX,17.63,0,3-Apr,0,28,,8,0,20721,0.49,21,16-Oct,527.55,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,51284,0,2,0,2,13,30563,86,0,1,5286,66,42400,1,1,0,3,6411,909,94.3,0,0,124,110,24,13,1,39,,13,,0,3,4,3,6,10,6,10,4,8,0,0,0,0,94.7,100,0,0,78079,51284,16000,35679
N,38000, 36 months,0.08,1188.86,A,A5,Director of Business Applications,< 1 year,MORTGAGE,140000,Verified,16-Jun,Fully Paid,n,small_business,Business,770xx,TX,5.73,0,Dec-95,0,,,12,0,4871,0.04,27,16-Oct,35568.05,,16-Nov,0,,INDIVIDUAL,,,,0,0,348873,0,1,0,0,40,9085,38,0,3,3578,10,132800,0,0,0,3,34887,127929,3.7,0,0,140,246,17,17,7,17,,,,0,6,6,8,11,4,9,13,6,12,0,0,0,0,100,0,0,0,517903,16790,132800,24056
Y,24000, 36 months,0.09,764.99,B,B2,Owner,1 year,MORTGAGE,129000,Not Verified,16-Jun,Late (31-120 days),n,small_business,Business,112xx,NY,5.49,0,Sep-00,0,,,6,0,145559,0.20,9,16-Oct,764.99,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,511847,0,0,0,0,,0,,0,0,2959,20,166700,0,0,0,0,85308,11241,20.8,0,0,,188,41,41,2,118,,,,0,1,3,2,3,0,5,7,3,6,0,0,0,0,100,0,0,0,573200,145559,14200,0
Y,17000, 36 months,0.11,554.55,B,B4,Professor,10+ years,RENT,82000,Source Verified,16-Jun,Late (31-120 days),n,small_business,Business,926xx,CA,12.82,0,Dec-96,0,34,80,11,1,4683,0.20,35,16-Oct,554.55,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,82977,3,2,2,2,3,78294,100,2,3,3041,61,24000,0,0,0,5,7543,17820,19.7,0,0,229,233,5,3,3,5,34,,34,0,3,5,7,15,11,9,20,5,11,0,0,0,4,96.9,14.3,1,0,102227,82977,22200,78227
N,11000, 36 months,0.12,365.31,C,C1,Assistant controller,9 years,MORTGAGE,80000,Not Verified,16-Jun,Fully Paid,n,small_business,Business,333xx,FL,21.57,0,Nov-93,1,,,21,0,24785,0.49,56,16-Oct,10407.93,,16-Nov,0,,INDIVIDUAL,,,,0,1545,300843,2,4,2,3,6,71907,80,2,4,3827,64,50500,2,3,4,7,16714,9795,29,0,0,259,270,5,5,2,9,,3,,0,2,6,5,6,33,16,21,6,21,0,0,0,4,100,20,0,0,355924,96692,13800,83569
N,2675, 36 months,0.19,98.05,D,D4,Manager ,1 year,RENT,45000,Not Verified,16-Jun,Fully Paid,n,small_business,Business,041xx,ME,11.2,0,7-Nov,2,44,,4,0,92,0.05,8,16-Oct,1432.93,,16-Dec,0,44,JOINT,75000,6.72,Not Verified,0,0,19168,1,1,1,2,6,19076,95,0,2,57,87,1800,6,0,6,4,4792,1708,5.1,0,0,98,101,14,6,0,14,,3,,2,3,3,3,3,4,3,4,3,4,0,0,0,1,75,0,0,0,21988,19168,1800,20188
N,8000, 36 months,0.14,272.15,C,C3,Manager,< 1 year,RENT,39000,Source Verified,16-Jun,Fully Paid,n,small_business,,300xx,GA,5.66,0,1-Jun,0,40,,5,0,2350,0.24,16,16-Oct,49.16,,16-Dec,0,40,INDIVIDUAL,,,,0,3357,3028,1,1,0,0,88,678,6,1,4,2342,14,9900,3,0,3,4,606,7550,23.7,0,0,179,144,3,3,3,3,49,4,40,3,2,2,4,6,4,4,9,2,5,0,0,0,1,75,25,0,0,21862,3028,9900,11962
Y,12800, 36 months,0.23,497.63,E,E3,billing,10+ years,RENT,38000,Verified,16-May,Late (31-120 days),n,small_business,Business,331xx,FL,27.45,0,Oct-93,1,70,,14,0,8200,0.30,22,16-Oct,497.63,17-Jan,16-Dec,0,64,INDIVIDUAL,,,,0,75,29494,1,3,1,1,9,21294,60,2,5,2847,30,27670,1,0,2,6,2106,1278,57,0,0,270,211,2,2,0,9,75,3,69,0,6,11,5,8,6,11,16,9,14,,0,0,3,82,50,0,0,62918,29494,7670,35248
Y,32500, 36 months,0.18,1179.04,D,D3,Flight Attendant ,10+ years,OWN,65000,Verified,16-May,Late (31-120 days),n,small_business,Business,328xx,FL,26.04,0,Jan-77,1,,,19,0,35547,0.31,40,16-Oct,1179.04,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,208,53786,1,1,1,2,12,18239,77,4,9,11269,41,102500,0,5,3,11,2831,57548,23.2,0,0,123,472,5,5,0,7,,5,,0,5,7,13,18,10,18,28,7,19,0,0,0,5,100,15.4,0,0,126162,53786,80700,23662
Y,6000, 36 months,0.09,191.25,B,B2,Store Manager,10+ years,MORTGAGE,100000,Not Verified,16-May,Late (31-120 days),n,small_business,Business,191xx,PA,24.73,0,Sep-96,1,73,,13,0,36904,0.60,24,16-Oct,191.25,17-Jan,16-Dec,0,73,INDIVIDUAL,,,,0,0,198662,1,3,1,2,6,40162,64,1,1,16503,62,61100,1,1,2,3,18060,20039,56.3,0,0,159,235,12,6,4,28,,2,,1,4,6,6,7,9,8,9,6,13,0,0,0,2,100,25,0,0,257884,77066,45900,62714
N,1000, 36 months,0.12,33.21,C,C1,Bartender,1 year,RENT,35000,Source Verified,16-May,Fully Paid,n,small_business,Business,262xx,WV,2.95,0,5-Oct,0,,,5,0,3431,0.33,8,16-Oct,405.23,,16-Oct,0,,INDIVIDUAL,,,,0,0,3431,2,0,0,0,104,0,,3,3,1672,33,10400,0,0,1,3,858,4328,32.4,0,0,104,126,3,3,0,3,,10,,0,2,3,4,4,1,5,7,3,5,0,0,0,3,100,0,0,0,10400,3431,6400,0
N,25000, 36 months,0.15,870.44,C,C5,Accounting Manager,1 year,MORTGAGE,68000,Not Verified,16-May,Fully Paid,n,small_business,Business,302xx,GA,23.26,4,4-Apr,0,13,,16,0,10306,0.64,38,16-Oct,23848.14,,16-Oct,0,13,INDIVIDUAL,,,,0,0,102349,0,6,0,1,14,53783,90,0,0,3574,84,16200,1,0,0,1,7311,5894,63.6,0,0,124,144,45,14,1,51,39,13,39,4,5,5,7,12,17,9,20,5,16,0,0,4,0,86.5,28.6,0,0,118601,64089,16200,59730
N,10000, 36 months,0.15,348.18,C,C5,quality inspector ,4 years,RENT,50000,Source Verified,16-Apr,Fully Paid,n,small_business,Business,170xx,PA,18.15,2,6-Sep,0,12,,7,0,5705,0.41,14,16-Oct,9003.4,,16-Oct,0,,INDIVIDUAL,,,,0,52,19616,0,2,0,2,18,13911,46,0,1,1642,45,14000,0,7,1,3,2802,458,78.2,0,0,115,114,24,18,0,24,14,10,14,0,1,3,2,2,8,5,6,3,7,0,0,0,0,85.7,50,0,0,43999,19616,2100,29999
N,7500, 36 months,0.15,261.13,C,C5,rsr,7 years,MORTGAGE,52000,Source Verified,16-Apr,Fully Paid,n,small_business,Business,410xx,KY,17.39,0,12-Jul,0,33,,7,0,2433,0.16,8,16-Oct,6809.14,,16-Nov,0,33,INDIVIDUAL,,,,0,384,45945,0,1,1,1,11,43512,,0,3,1555,16,15500,2,2,11,4,6564,12167,16.7,0,0,38,45,13,11,0,19,33,4,33,0,4,4,5,5,2,6,6,4,7,0,0,0,1,87.5,0,0,0,63999,45945,14600,48499
Y,20000, 36 months,0.11,659.24,B,B5,Owner,10+ years,RENT,52000,Not Verified,16-Apr,Late (31-120 days),n,small_business,,342xx,FL,30.97,0,Aug-96,0,51,39,7,3,5605,0.36,28,16-Oct,659.24,17-Jan,16-Dec,0,71,INDIVIDUAL,,,,0,0,36943,0,2,1,1,9,31338,6,1,2,2691,33,15700,0,1,0,3,5278,10095,35.7,0,0,148,235,7,7,4,7,73,,73,2,4,4,5,14,8,5,16,4,7,0,0,0,2,72.7,0,1,2,57758,36943,15700,42058
N,9000, 36 months,0.12,298.89,C,C1,Manager ,< 1 year,RENT,40000,Verified,16-Apr,Fully Paid,n,small_business,Business,941xx,CA,10.77,1,3-Dec,0,21,,6,0,13970,0.41,23,16-Oct,8059.61,,16-Oct,0,,INDIVIDUAL,,,,0,0,23837,1,1,1,1,2,9867,99,0,0,13970,54,34200,0,0,1,1,3973,19230,42.1,0,0,115,147,36,2,0,36,,12,,0,1,1,4,8,6,5,17,1,6,0,0,0,1,95.7,25,0,0,44200,23837,33200,10000
Y,8625, 36 months,0.13,290.57,C,C2,Owner,< 1 year,RENT,24000,Source Verified,16-Apr,Late (31-120 days),n,small_business,Business,894xx,NV,0,0,4-Aug,0,,81,8,1,0,0.00,22,16-Oct,290.57,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,69540,0,1,0,3,16,69540,,1,2,0,0,17400,3,1,0,5,8693,9100,0,0,0,140,117,12,12,1,13,,13,,0,0,0,3,7,8,7,13,0,8,0,0,0,1,100,0,1,0,74820,69540,9100,57420
N,7000, 36 months,0.11,230.74,B,B5,President,10+ years,RENT,60000,Not Verified,16-Apr,Fully Paid,n,small_business,Business,450xx,OH,14.4,0,7-Aug,0,,112,5,1,1918,0.13,6,16-Oct,6262.15,,16-Nov,0,,INDIVIDUAL,,,,0,0,25076,1,2,1,2,8,23158,75,1,1,1792,54,15000,4,0,8,3,5015,13082,12.8,0,0,22,104,2,2,0,2,,8,,0,2,2,3,4,2,3,4,2,5,0,0,0,2,100,0,1,0,46072,25076,15000,31072
Y,9050, 36 months,0.15,315.1,C,C5,Server,2 years,RENT,25175,Source Verified,16-Apr,Late (31-120 days),n,small_business,Business,326xx,FL,16.26,0,5-Dec,0,42,,6,0,959,0.10,15,16-Oct,315.1,17-Jan,16-Dec,0,42,INDIVIDUAL,,,,0,0,17011,0,3,2,2,7,16052,89,0,0,891,62,9400,1,2,0,2,2835,8441,10.2,0,0,123,114,31,7,0,31,43,18,43,3,2,2,3,5,10,3,5,2,6,0,0,0,2,71.4,0,0,0,27369,17011,9400,17969
